C00385773|10024|2015|50|100|2
C00385773|10065|2015|50|50|1
C00385773|10065|2015|50|100|2
C00385773|10970|2015|35|5|1
C00385773|10970|2015|35|10|2
C00385773|10970|2015|35|35|3
C00385773|10970|2015|35|40|4
C00385773|10970|2015|35|45|5
C00385773|10970|2015|35|70|6
C00385773|10970|2015|35|150|7
C00385773|22102|2015|183|83|1
C00385773|22102|2015|183|133|2
C00385773|22102|2015|183|160|3
C00385773|22102|2015|183|171|4
C00385773|22102|2015|183|183|5
C00385773|22102|2015|183|266|6
C00385773|22102|2015|183|291|7
C00385773|22102|2015|183|302|8
C00385773|22102|2015|183|306|9
C00385773|22102|2015|183|310|10
C00385773|22102|2015|183|360|11
C00385773|22102|2015|183|364|12
C00385773|22102|2015|183|391|13
C00385773|22102|2015|183|402|14
C00385773|22102|2015|183|485|15
C00385773|32817|2015|50|50|1
C00385773|32817|2015|50|100|2
C00385773|33040|2015|50|50|1
C00385773|33040|2015|50|100|2
C00385773|33133|2015|2700|2700|1
C00385773|33133|2015|2700|5400|2
C00385773|33134|2015|50|25|1
C00385773|33134|2015|50|50|2
C00385773|33134|2015|50|75|3
C00385773|33134|2015|50|100|4
C00385773|33134|2015|50|125|5
C00385773|34134|2015|100|100|1
C00385773|34134|2015|100|200|2
C00385773|48034|2015|2700|2700|1
C00385773|55082|2015|50|50|1
C00385773|55082|2015|50|100|2
C00385773|90265|2015|19|7|1
C00385773|90265|2015|19|11|2
C00385773|90265|2015|19|12|3
C00385773|90265|2015|19|19|4
C00385773|90265|2015|19|22|5
C00385773|90265|2015|19|49|6
C00385773|90265|2015|19|82|7
C00385773|90265|2015|19|93|8
C00385773|90265|2015|19|120|9
C00385773|90265|2015|19|126|10
C00385773|90265|2015|19|127|11
C00385773|90265|2015|19|128|12
C00409797|08035|2015|2700|2700|1
C00409797|22314|2015|300|300|1
C00420935|93266|2015|600|600|1
C00420935|93266|2015|600|1200|2
C00422410|37923|2015|100|100|1
C00422410|55411|2015|100|100|1
C00422410|55411|2015|100|200|2
C00422410|55423|2015|47|47|1
C00422410|85253|2015|100|100|1
C00422410|91733|2015|2300|2300|1
C00422410|94025|2015|200|50|1
C00422410|94025|2015|200|100|2
C00422410|94025|2015|200|200|3
C00422410|94025|2015|200|250|4
C00422410|94025|2015|200|350|5
C00422410|94025|2015|200|400|6
C00422410|94025|2015|200|500|7
C00422410|94025|2015|200|550|8
C00422410|97062|2015|1000|1000|1
C00433136|01742|2015|2700|2700|1
C00433136|01742|2015|2700|5400|2
C00433136|01852|2015|100|100|1
C00433136|02138|2015|2700|2700|1
C00433136|02465|2015|25|25|1
C00433136|70360|2015|35|35|1
C00433136|76011|2015|15|15|1
C00433136|76011|2015|15|30|2
C00441014|20112|2015|500|500|1
C00444620|16117|2015|2700|2700|1
C00444620|16117|2015|2700|5400|2
C00444620|17745|2015|100|100|1
C00444620|17745|2015|100|200|2
C00445015|70535|2015|250|250|1
C00445015|71040|2015|100|100|1
C00445015|71115|2015|1300|1300|1
C00460550|89169|2015|2600|2600|1
C00472159|98107|2015|2700|2700|1
C00472159|98271|2015|2500|2500|1
C00472159|98372|2015|100|100|1
C00472159|98404|2015|2500|2500|1
C00494203|01742|2015|2700|2700|1
C00494203|06032|2015|9|9|1
C00494203|06470|2015|100|100|1
C00494203|06704|2015|59|9|1
C00494203|06704|2015|59|59|2
C00494203|06704|2015|59|109|3
C00494203|06704|2015|59|159|4
C00494203|06704|2015|59|209|5
C00494203|06759|2015|2700|2700|1
C00494203|06777|2015|2700|2700|1
C00494203|10023|2015|2700|2700|1
C00494203|10024|2015|2700|2700|1
C00494203|10024|2015|2700|5400|2
C00494203|10583|2015|1000|1000|1
C00494203|11733|2015|100|100|1
C00494203|20015|2015|2700|2700|1
C00494203|20854|2015|2700|2700|1
C00494203|90402|2015|2700|2700|1
C00494203|94301|2015|2700|2700|1
C00494203|98112|2015|85|85|1
C00494203|98112|2015|85|170|2
C00497933|77024|2015|2700|2700|1
C00497933|78040|2015|2300|2300|1
C00497933|78701|2015|100|100|1
C00497933|78701|2015|100|2000|2
C00497933|78701|2015|100|2500|3
C00497933|78723|2015|2300|2300|1
C00497933|78729|2015|50|50|1
C00497933|78730|2015|2700|2700|1
C00498345|74037|2015|2300|2300|1
C00498345|74136|2015|0|2700|1
C00498345|74136|2015|0|0|2
C00501643|28328|2015|1500|1500|1
C00508416|20008|2015|2700|2700|1
C00508416|20008|2015|2700|5400|2
C00508416|23502|2015|2300|2300|1
C00508804|10011|2015|5400|5400|1
C00508804|10011|2015|5400|8100|2
C00508804|85016|2015|100|100|1
C00508804|85018|2015|3100|3000|1
C00508804|85018|2015|3100|3100|2
C00508804|85018|2015|3100|5800|3
C00508804|85018|2015|3100|6100|4
C00508804|85018|2015|3100|6200|5
C00508804|85021|2015|25|25|1
C00508804|85021|2015|25|50|2
C00508804|85067|2015|250|250|1
C00508804|85253|2015|500|500|1
C00508804|85254|2015|2300|2300|1
C00508804|85255|2015|7700|2700|1
C00508804|85255|2015|7700|7700|2
C00508804|85255|2015|7700|10000|3
C00508804|85255|2015|7700|15400|4
C00508804|85255|2015|7700|18100|5
C00508804|85282|2015|75|25|1
C00508804|85282|2015|75|75|2
C00508804|85282|2015|75|125|3
C00508804|85282|2015|75|225|4
C00508804|85284|2015|100|50|1
C00508804|85284|2015|100|100|2
C00508804|85284|2015|100|150|3
C00508804|85284|2015|100|200|4
C00508804|85284|2015|100|250|5
C00508804|85381|2015|50|50|1
C00508804|86302|2015|2300|2300|1
C00508804|90046|2015|5200|5200|1
C00508804|90046|2015|5200|7700|2
C00508804|90403|2015|2500|2500|1
C00508804|90403|2015|2500|7700|2
C00508804|91402|2015|1300|1300|1
C00510461|02462|2015|50|35|1
C00510461|02462|2015|50|50|2
C00510461|02462|2015|50|75|3
C00510461|02462|2015|50|90|4
C00510461|02465|2015|96|1|1
C00510461|02465|2015|96|2|2
C00510461|02465|2015|96|3|3
C00510461|02465|2015|96|4|4
C00510461|02465|2015|96|19|5
C00510461|02465|2015|96|20|6
C00510461|02465|2015|96|35|7
C00510461|02465|2015|96|50|8
C00510461|02465|2015|96|65|9
C00510461|02465|2015|96|66|10
C00510461|02465|2015|96|81|11
C00510461|02465|2015|96|96|12
C00510461|02465|2015|96|111|13
C00510461|02465|2015|96|112|14
C00510461|02465|2015|96|113|15
C00510461|02465|2015|96|114|16
C00510461|02465|2015|96|115|17
C00510461|02465|2015|96|140|18
C00510461|02465|2015|96|155|19
C00510461|02465|2015|96|170|20
C00510461|02465|2015|96|185|21
C00510461|02465|2015|96|210|22
C00510461|02465|2015|96|225|23
C00510461|02465|2015|96|240|24
C00510461|02465|2015|96|255|25
C00510461|02465|2015|96|270|26
C00510461|02465|2015|96|285|27
C00510461|02465|2015|96|300|28
C00510461|02465|2015|96|325|29
C00510461|02465|2015|96|350|30
C00510461|02465|2015|96|365|31
C00510461|02465|2015|96|380|32
C00510461|02465|2015|96|405|33
C00510461|02465|2015|96|430|34
C00510461|02465|2015|96|445|35
C00510461|02465|2015|96|460|36
C00510461|02465|2015|96|485|37
C00510461|10014|2015|100|100|1
C00510461|10014|2015|100|200|2
C00510461|20016|2015|40|15|1
C00510461|20016|2015|40|40|2
C00510461|20016|2015|40|65|3
C00510461|20016|2015|40|75|4
C00510461|20016|2015|40|100|5
C00510461|22102|2015|35|27|1
C00510461|22102|2015|35|31|2
C00510461|22102|2015|35|35|3
C00510461|22102|2015|35|85|4
C00510461|22102|2015|35|96|5
C00510461|22102|2015|35|107|6
C00510461|22102|2015|35|118|7
C00510461|22102|2015|35|130|8
C00510461|22102|2015|35|134|9
C00510461|27214|2015|50|25|1
C00510461|27214|2015|50|50|2
C00510461|27214|2015|50|100|3
C00510461|27214|2015|50|125|4
C00510461|27214|2015|50|150|5
C00510461|27214|2015|50|200|6
C00510461|76011|2015|15|15|1
C00510461|90056|2015|35|35|1
C00510461|90056|2015|35|60|2
C00510461|90067|2015|6|6|1
C00510461|90071|2015|2600|2600|1
C00510461|90265|2015|216|100|1
C00510461|90265|2015|216|101|2
C00510461|90265|2015|216|112|3
C00510461|90265|2015|216|116|4
C00510461|90265|2015|216|216|5
C00510461|90265|2015|216|249|6
C00510461|90265|2015|216|349|7
C00510461|90265|2015|216|449|8
C00510461|90265|2015|216|450|9
C00510461|90265|2015|216|451|10
C00510461|90265|2015|216|551|11
C00510461|90265|2015|216|651|12
C00510461|90265|2015|216|657|13
C00510461|90265|2015|216|757|14
C00510461|91711|2015|2600|2600|1
C00510461|91711|2015|2600|5200|2
C00510461|91730|2015|2600|2600|1
C00510461|91762|2015|2600|2600|1
C00510461|92270|2015|2600|2600|1
C00510461|92270|2015|2600|5200|2
C00510461|92346|2015|2700|2700|1
C00510461|92346|2015|2700|5400|2
C00510461|92373|2015|25|25|1
C00510461|92373|2015|25|75|2
C00510461|92374|2015|75|25|1
C00510461|92374|2015|75|75|2
C00510461|92374|2015|75|125|3
C00510461|92374|2015|75|175|4
C00510461|92375|2015|1300|1300|1
C00510461|92562|2015|75|75|1
C00510461|92562|2015|75|150|2
C00510461|93546|2015|75|15|1
C00510461|93546|2015|75|40|2
C00510461|93546|2015|75|75|3
C00510461|93546|2015|75|110|4
C00510461|93546|2015|75|135|5
C00510461|93546|2015|75|150|6
C00510461|93546|2015|75|200|7
C00510461|93546|2015|75|235|8
C00510461|94025|2015|100|100|1
C00510461|98005|2015|35|35|1
C00510461|98005|2015|35|70|2
C00510461|98005|2015|35|170|3
C00510461|98021|2015|190|50|1
C00510461|98021|2015|190|100|2
C00510461|98021|2015|190|125|3
C00510461|98021|2015|190|140|4
C00510461|98021|2015|190|165|5
C00510461|98021|2015|190|190|6
C00510461|98021|2015|190|240|7
C00510461|98021|2015|190|265|8
C00510461|98021|2015|190|280|9
C00510461|98021|2015|190|305|10
C00510461|98021|2015|190|330|11
C00510461|98021|2015|190|335|12
C00510461|98021|2015|190|385|13
C00510461|98021|2015|190|410|14
C00510461|98021|2015|190|435|15
C00510461|98021|2015|190|440|16
C00510461|98021|2015|190|465|17
C00510461|98021|2015|190|480|18
C00513531|78205|2015|324|324|1
C00513531|78205|2015|324|1324|2
C00513531|78205|2015|324|1924|3
C00513531|78572|2015|2500|2500|1
C00551275|72223|2015|2600|2600|1
C00554147|22003|2015|100|100|1
C00554840|28803|2015|265|265|1
C00566786|78256|2015|25|25|1
